roi,i2c2_m,i2c2_r,i2c2_diff,i2c2_p,i2c2_m_better,discr_m,discr_r,discr_diff,discr_p,discr_m_better,finger_m,finger_r,finger_diff,finger_p,finger_m_better
283,0.305726284,0.256860185,0.048866099,0.960550472,0,0.739545998,0.717389913,0.022156085,0.846794286,0,0.036697248,0.036697248,0,1,0
284,0.336683044,0.356585698,-0.019902653,0.989002522,0,0.834389401,0.776142542,0.058246859,0.196750435,0,0.19266055,0.091743119,0.100917431,0.205048718,0
285,0.390259419,0.331426438,0.05883298,0.94456275,0,0.868979358,0.819401971,0.049577387,0.294586364,0,0.293577982,0.247706422,0.04587156,0.846794286,0
286,0.248133963,0.420248388,-0.172114425,0.797118214,0,0.730830773,0.766715736,-0.035884963,0.489100559,0,0.082568807,0.119266055,-0.036697248,0.756685549,0
287,0.166929431,0.278269937,-0.111340506,0.799238342,0,0.727097201,0.653769841,0.07332736,0.020672727,1,0.04587156,0.018348624,0.027522936,0.635133488,0
288,0.368848956,0.329537164,0.039311792,0.960550472,0,0.901630989,0.874850657,0.026780332,0.730793776,0,0.339449541,0.412844037,-0.073394495,0.705333766,0
289,0.259101105,0.292562368,-0.033461263,0.975881336,0,0.817823007,0.835828661,-0.018005654,0.869142331,0,0.302752294,0.256880734,0.04587156,0.798285315,0
290,0.266566327,0.327512235,-0.060945908,0.95294041,0,0.595195426,0.63140041,-0.036204984,0.205048718,0,0,0,0,1,0
291,0.295009637,0.365949477,-0.07093984,0.941922264,0,0.903151135,0.870880054,0.032271081,0.579194554,0,0.403669725,0.412844037,-0.009174312,0.989002522,0
292,0.351141742,0.378496945,-0.027355203,0.989002522,0,0.688404393,0.695166497,-0.006762104,0.988031355,0,0.04587156,0.055045872,-0.009174312,0.945254074,0
293,0.304715917,0.320478657,-0.01576274,1,0,0.810750555,0.815589959,-0.004839405,0.989002522,0,0.146788991,0.229357798,-0.082568807,0.434876737,0
294,0.327714603,0.445587401,-0.117872798,0.846794286,0,0.772796126,0.786856524,-0.014060398,0.932280315,0,0.119266055,0.155963303,-0.036697248,0.839688595,0
295,0.323821742,0.375475655,-0.051653914,0.944954478,0,0.788519799,0.762232416,0.026287383,0.750153516,0,0.146788991,0.100917431,0.04587156,0.650745578,0
296,0.33283603,0.421792681,-0.088956651,0.89540766,0,0.863574584,0.852918587,0.010655997,0.95294041,0,0.321100917,0.266055046,0.055045872,0.798285315,0
297,0.316866681,0.38371038,-0.066843698,0.934016818,0,0.934630483,0.881211774,0.053418709,0.093259551,0,0.440366972,0.357798165,0.082568807,0.621308531,0
298,0.304772417,0.356107406,-0.051334989,0.960550472,0,0.641150612,0.668917771,-0.027767159,0.56420403,0,0.027522936,0.04587156,-0.018348624,0.750153516,0
299,0.35961292,0.413132669,-0.053519749,0.94456275,0,0.702270217,0.721616972,-0.019346755,0.790348644,0,0.036697248,0.055045872,-0.018348624,0.816056799,0
300,0.291631505,0.418862115,-0.12723061,0.873078182,0,0.671776327,0.700751784,-0.028975457,0.532007427,0,0.009174312,0.082568807,-0.073394495,0.043964,-1
301,0.29345855,0.389038363,-0.095579813,0.873078182,0,0.78931985,0.791082654,-0.001762804,1,0,0.128440367,0.146788991,-0.018348624,0.960550472,0
302,0.342650367,0.478470729,-0.135820362,0.932280315,0,0.72943335,0.680990911,0.04844244,0.111836066,0,0.055045872,0.04587156,0.009174312,0.941922264,0
303,0.2271488,0.410320113,-0.183171313,0.748234356,0,0.838773682,0.713048302,0.12572538,0,1,0.155963303,0.082568807,0.073394495,0.366774194,0
304,0.283924531,0.295179448,-0.011254917,1,0,0.785138249,0.716461854,0.068676395,0.117290526,0,0.110091743,0.073394495,0.036697248,0.778343382,0
305,0.281243609,0.389477357,-0.108233748,0.846794286,0,0.898638846,0.771916412,0.126722434,0,1,0.302752294,0.073394495,0.229357798,0,1
306,0.375329628,0.369963846,0.005365782,1,0,0.836890503,0.800702939,0.036187564,0.487922689,0,0.165137615,0.146788991,0.018348624,0.982887771,0
307,0.326287969,0.325526016,0.000761953,1,0,0.882232463,0.806617397,0.075615066,0.016242857,1,0.256880734,0.220183486,0.036697248,0.927447361,0
308,0.222954088,0.395189034,-0.172234945,0.798285315,0,0.913135774,0.806078256,0.107057518,0,1,0.366972477,0.110091743,0.256880734,0,1
309,0.317433626,0.396307445,-0.078873818,0.927633065,0,0.952988991,0.855918705,0.097070286,0,1,0.559633028,0.330275229,0.229357798,0.004787368,1
310,0.399002004,0.395034126,0.003967878,1,0,0.929147465,0.900921659,0.028225806,0.532007427,0,0.486238532,0.467889908,0.018348624,0.988031355,0
311,0.223431125,0.425695495,-0.20226437,0.7210475,0,0.815060164,0.776604369,0.038455795,0.354893115,0,0.211009174,0.183486239,0.027522936,0.907364326,0
312,0.238293778,0.439475609,-0.20118183,0.564115681,0,0.833194658,0.808681089,0.024513569,0.695664474,0,0.128440367,0.220183486,-0.091743119,0.242801594,0
313,0.385767151,0.452858967,-0.067091815,0.904124363,0,0.890587836,0.873715172,0.016872664,0.821749744,0,0.247706422,0.311926606,-0.064220183,0.750153516,0
314,0.354292022,0.418033067,-0.063741045,0.941922264,0,0.667914747,0.650866463,0.017048284,0.756685549,0,0.018348624,0.04587156,-0.027522936,0.64697631,0
315,0.441547709,0.408418613,0.033129096,0.989002522,0,0.830719833,0.712792285,0.117927547,0,1,0.137614679,0.064220183,0.073394495,0.303747292,0
316,0.433237098,0.412494753,0.020742345,0.989002522,0,0.906175671,0.835008107,0.071167564,0.006822,1,0.266055046,0.165137615,0.100917431,0.287748462,0
317,0.460886139,0.485706311,-0.024820173,0.989002522,0,0.935609922,0.906069487,0.029540435,0.349438,0,0.348623853,0.422018349,-0.073394495,0.60676707,0
318,0.337324479,0.332832806,0.004491673,1,0,0.926811316,0.816148233,0.110663082,0,1,0.422018349,0.23853211,0.183486239,0.019241538,1
